Bill,Flags,Title,Status,Veto,Date,Original Sponsor
SB 6445,,Mental health/phys. assists.,S subst for,,2/16/2016,Braun
SB 6446,,Amb. surgical facilities,S Health Care,,1/20/2016,Braun
SB 6447,fo#,3rd party admins. & managers,S Health Care,,1/20/2016,Rivers
SB 6448,,Dispute resolution fees,S Law & Justice,,1/20/2016,Rolfes
SB 6449,f,Enhanced raffles,S subst for,,2/10/2016,Hewitt
SB 6450,f,Wildlife damage claim costs,S Natural Resour,,1/21/2016,Pearson
SB 6451,,Fire district annexations,S GovtOp&Sec,,1/21/2016,Roach
SB 6452,f,Nonparent responsibilities,S Law & Justice,,1/21/2016,Roach
SB 6453,,Worksite learning,S EL/K-12,,1/21/2016,Cleveland
SB 6454,f#,Airplane repair taxes,S Ways & Means,,2/4/2016,Fain
SB 6455,f,Prof. educator workforce,S subst for,,2/17/2016,Dammeier
SB 6456,f,Admin. rules validity,S Ways & Means,,2/2/2016,Benton
SB 6457,fo,Workforce invest. act refs.,S Rules X,,2/25/2016,Bailey
SB 6458,,School assessment system,S EL/K-12,,1/21/2016,Chase
SB 6459,af#,Peace officers/assisting DOC,C 234 L 16,,4/1/2016,Rivers
SB 6460,,Statewide assessments,S EL/K-12,,1/21/2016,Chase
SB 6461,f,Mobile home park tenants,S Fin Inst/Ins,,1/21/2016,O'Ban
SB 6462,f,Leasehold excise tax credit,S Ways & Means,,1/21/2016,Bailey
SB 6463,,Crime of luring,S subst for,,2/12/2016,Pearson
SB 6464,f,Adjud. proceeding deadlines,S subst for,,2/10/2016,Padden
SB 6465,f#,Dev. disability address reg.,S HumSer/MenHlth,,1/21/2016,Hobbs
SB 6466,f,Disabled student services,S subst for,,2/16/2016,Habib
SB 6467,f,Pharmacists/contraception,S Ways & Means,,2/5/2016,Rivers
SB 6468,f,Auto mall directional signs,S Transportation,,1/21/2016,Rivers
SB 6469,f,Teaching cursive in schools,S EL/K-12,,1/21/2016,Roach
SB 6470,f#,Alcoholic beverages,S subst for,,2/12/2016,King
SB 6471,f,Rx drug pricing and costs,S Health Care,,1/21/2016,Ranker
SB 6472,f,Tacoma Narrows toll bridge,S Transportation,,1/21/2016,Angel
SB 6473,,College readiness assessment,S EL/K-12,,1/21/2016,Baumgartner
SB 6474,,Higher ed. plans for voting,S Higher Ed,,1/21/2016,Frockt
SB 6475,f,Health coverage through PEBB,C 67 L 16,,3/29/2016,Dansel
SB 6476,,School assessment system,S EL/K-12,,1/21/2016,Roach
SB 6477,f#,Chem dependency services/B&O,S Rules 2,,3/4/2016,Dammeier
SB 6478,,Employment loss assistance,S Trade & Economi,,1/21/2016,Ranker
SB 6479,,PNWER council creation comm.,S Trade & Econom,,1/21/2016,Chase
SB 6480,f,Broadband service/B&O tax,S Ways & Means,,2/5/2016,Ericksen
SB 6481,f,Comm. & tech. college access,S Higher Ed,,1/21/2016,Jayapal
SB 6482,,Construction bonds and liens,S Rules X,,2/25/2016,Hewitt
SB 6483,f,Dev. disability comm. acct.,S subst for,,2/12/2016,Hill
SB 6484,f#,Victims of sex crimes,S Law & Justice,,1/21/2016,Rivers
SB 6485,f,Chemical dependency licenses,S Ways & Means,,2/5/2016,Parlette
SB 6486,,Marijuana offense penalties,S Law & Justice,,1/22/2016,Rivers
SB 6487,,Use of force in self-defense,S Law & Justice,,1/22/2016,Becker
SB 6488,f,HCA federal innov. waiver,S Rules 3,,3/10/2016,Becker
SB 6489,f,Fire suppression volunteers,S Ways & Means,,2/5/2016,Becker
SB 6490,f,Fire suppression methodology,S Ways & Means,,2/5/2016,Becker
SB 6491,d,Apostille services,C 23 L 16 E1,V,3/30/2016,Pedersen
SB 6492,d,Sec of State/corporate docs,S Rules X,,2/25/2016,Pedersen
SB 6493,,Reproductive health care,S Health Care,,1/22/2016,Ranker
SB 6494,f,Youth mental health services,S Rules X,,2/25/2016,Darneille
SB 6495,fd,DSHS notification reqs.,S Rules X,,2/25/2016,O'Ban
SB 6496,fd,Conversion vending&med units,S Rules X,,2/25/2016,King
SB 6497,f#,Truancy reduction,S subst for,,2/16/2016,Hargrove
SB 6498,,Recovery sponsor privilege,S subst for,,2/16/2016,Fain
SB 6499,d,Child support/electronic,S Law & Justice,,1/22/2016,Pedersen
SB 6500,f,Aquatic lands management,S Acct & Reform,,1/22/2016,Miloscia
SB 6501,,Vehicle cargo extensions,S Transportation,,1/22/2016,Braun
SB 6502,f#,Forest fire prevention,S Ways & Means,,2/5/2016,Hargrove
SB 6503,f#,Incentivized evidence,S Ways & Means,,2/5/2016,Padden
SB 6504,d,Budget stabilization approps,S Ways & Means,,1/22/2016,Hargrove
SB 6505,,Corps. & money in politics,S GovtOp&Sec,,1/22/2016,Chase
SB 6506,f,Rail transport. task force,S Transportation,,1/22/2016,Chase
SB 6507,f,Pesticide exposure,S Ag/Water/RurEc,,1/22/2016,Chase
SB 6508,f#,Public works assist. loans,S Ways & Means,,2/5/2016,Chase
SB 6509,,Viaduct project contingency,S Transportation,,1/22/2016,Baumgartner
SB 6510,f,Smoke management plan,S Ways & Means,,2/5/2016,Parlette
SB 6511,f,Wildfire prevention,S Ways & Means,,2/5/2016,Parlette
SB 6512,f,State need grant/STEM degree,S Rules X,,2/25/2016,Baumgartner
SB 6513,,Reservations of water,S subst for,,2/16/2016,Warnick
SB 6514,,County commissioner election,S GovtOp&Sec,,1/22/2016,Billig
SB 6515,,Firearms/hunting education,S EL/K-12,,1/22/2016,O'Ban
SB 6516,,Month of the kindergartener,S EL/K-12,,1/22/2016,Fraser
SB 6517,,Gender representation,S GovtOp&Sec,,1/22/2016,Keiser
SB 6518,f,Create department of housing,S Ways & Means,,2/5/2016,Miloscia
SB 6519,f,Telemedicine,S subst for,,2/16/2016,Becker
SB 6520,f#,Occup. disease presumptions,S Commerce and L,,1/25/2016,Ranker
SB 6521,,Recyclable materials,"S Energy, Environ",,1/25/2016,Ericksen
SB 6522,,Employment agencies,S Commerce and La,,1/25/2016,Hasegawa
SB 6523,,Emergency employees/pension,S subst for,,2/17/2016,Pearson
SB 6524,,Youth sentencing/adult court,S Rules X,,2/25/2016,Darneille
SB 6525,f#,State building code council,S subst for,,2/16/2016,Angel
SB 6526,,Human trafficking,S Commerce and L,,1/25/2016,Benton
SB 6527,f#,Environmental policy reviews,S Rules X,,2/25/2016,Brown
SB 6528,f,Cybersecurity jobs act,S subst for,,2/11/2016,Brown
SB 6529,f#,Juvenile offenders reintegr.,S subst for,,2/16/2016,Hargrove
SB 6530,f,Language of public notices,S Rules X,,2/25/2016,Hasegawa
SB 6531,fd,DOC supervision requirements,S subst for,,3/28/2016,Hargrove
SB 6532,,Workplace bullying,S Commerce and L,,1/25/2016,Chase
SB 6533,f,Electric fuel mix info.,S Rules X,,2/25/2016,McCoy
SB 6534,f,Maternal mortality review,S subst for,,2/16/2016,O'Ban
SB 6535,f,SNAP benefit dist. dates,S Ways & Means,,2/5/2016,Warnick
SB 6536,f,Group health plan benefits,S subst for,,2/17/2016,Becker
SB 6537,,Columbia Basin/irrigation,S Rules X,,2/25/2016,Warnick
SB 6538,,Superior court judges' assoc,S Rules 3,,3/10/2016,Padden
SB 6539,f#,Student voter reg. deadline,S GovtOp&Sec,,1/25/2016,Chase
SB 6540,,Safe playgrounds & turf,"S Energy, Enviro",,1/25/2016,Chase
SB 6541,f,State hospital performance,S Rules X,,2/25/2016,Miloscia
SB 6542,,Personal info. disclosure,S Commerce and L,,1/25/2016,Benton
SB 6543,,Psychotropic meds/children,S HumSer/MenHlth,,1/25/2016,McAuliffe
SB 6544,f,Behavioral health regs.,S Rules X,,2/25/2016,O'Ban
SB 6545,,Clean energy economy,S Rules 3,,3/10/2016,Ericksen
SB 6546,,Landlord utility costs,S Fin Inst/Ins,,1/25/2016,Roach
SB 6547,f,WSP recruitment & pay,S Rules 2,,2/25/2016,Becker
SB 6548,f#,Gender-segregated facilities,S Rules X,,2/25/2016,Warnick
SB 6549,,Retired teachers/substitutes,S EL/K-12,,1/26/2016,Conway
SB 6550,f,Terminally ill patients,S Rules X,,2/25/2016,Pedersen
SB 6551,,Ag. activity discharges,S Rules X,,2/25/2016,Warnick
SB 6552,f,Assessment inventory tool,S EL/K-12,,1/26/2016,McAuliffe
SB 6553,f,Continuity of operations,S Rules X,,2/25/2016,Liias
SB 6554,f#,Assault of utility worker,S Rules X,,2/25/2016,Benton
SB 6555,f,Personal needs allowance,S Rules X,,2/25/2016,Rolfes
SB 6556,f#,Surety treatment bonds,S Rules X,,2/25/2016,Padden
SB 6557,,Juvenile justice partnership,S HumSer/MenHlth/,,1/26/2016,Darneille
SB 6558,f,Hospital pharmacy licenses,S subst for,,2/12/2016,Parlette
SB 6559,,Progressive income tax,S Ways & Means,,1/26/2016,Chase
SB 6560,,High school equiv. tests,S Higher Ed,,1/26/2016,Chase
SB 6561,,Sex crimes statute of limit.,S Law & Justice,,1/26/2016,Jayapal
SB 6562,,HPV immunization report,S Health Care,,1/26/2016,Frockt
SB 6563,,Female genital mutilation,S Law & Justice,,1/26/2016,Becker
SB 6564,f#,Dev. disability protections,S subst for,,2/16/2016,O'Ban
SB 6565,,Health info. disclosures,S HumSer/MenHlth/,,1/29/2016,O'Ban
SB 6566,,Gambling/network services,S Commerce and La,,1/26/2016,Carlyle
SB 6567,,State route number 2 trestle,S Transportation,,1/26/2016,Hobbs
SB 6568,f,Water discharge permits,S Rules X,,2/25/2016,Warnick
SB 6569,f,Patient out-of-pocket costs,S subst for,,2/17/2016,Cleveland
SB 6570,f,Toxic pollution cleanup,S Ways & Means,,2/5/2016,Ericksen
SB 6571,,Responsible bidder criteria,S Commerce and L,,1/27/2016,Conway
SB 6572,,Prevailing wage compliance,S Commerce and L,,1/27/2016,Conway
SB 6573,,Prevailing rate of wage,S Commerce and L,,1/27/2016,Conway
SB 6574,,Apprenticeship utilization,S Commerce and L,,1/27/2016,Conway
SB 6575,,Prevailing wage law recovery,S Commerce and L,,1/27/2016,Conway
SB 6576,,Railroad contingency plans,S Rules X,,2/25/2016,Warnick
SB 6577,,Annual tax surveys & reports,S Ways & Means,,1/27/2016,Warnick
SB 6578,#,Private employers/local reg.,S Rules X,,2/25/2016,Baumgartner
SB 6579,,Industrial insurance/private,S Rules X,,2/25/2016,Baumgartner
SB 6580,f#,State-owned land/private dev,S Rules X,,2/25/2016,Brown
SB 6581,,Electrician apprenticeships,S Commerce and L,,1/27/2016,Warnick
SB 6582,,Cetacean captivity,S Natural Resour,,1/27/2016,Chase
SB 6583,f,DOC performance management,S subst for,,2/16/2016,Miloscia
SB 6584,f,Proof of water reliance,S Rules X,,2/25/2016,Pearson
SB 6585,f#,Elder justice centers,S Ways & Means,,2/5/2016,Cleveland
SB 6586,f,Newborn safe surrender info.,S HumSer/MenHlth,,1/27/2016,Fain
SB 6587,f,Tuition/activities fees,S Ways & Means,,2/5/2016,Liias
SB 6588,f,Music education/elem schools,S EL/K-12,,1/27/2016,Chase
ESB 6589,f#,Water storage/exempt wells,C 227 L 16,,4/1/2016,Bailey
SB 6590,,Trans. benefit tax increase,S Transportation,,1/28/2016,Fraser
SB 6591,fd,Nonresident CDLs,S Rules X,,2/25/2016,Hobbs
SB 6592,,Rent increase notices,S Fin Inst/Ins,,1/28/2016,Jayapal
SB 6593,f,Rx drug prices,S Health Care,,1/28/2016,Carlyle
SB 6594,f,Driver's license reqs.,S Transportation,,1/28/2016,Liias
SB 6595,f,Driver regulation programs,S Rules X,,2/25/2016,Liias
SB 6596,d,Public investments,S Ways & Means,,1/28/2016,Hill
SB 6597,,Injured worker medical exams,S Commerce and La,,1/28/2016,Keiser
SB 6598,f,Working connect. child care,S Ways & Means,,2/5/2016,Rivers
SB 6599,,Assisted living fac. B&O tax,S Health Care,,1/28/2016,Liias
SB 6600,$f#,Online election pilot,S GovtOp&Sec,,1/28/2016,Darneille
SB 6601,f,WA college savings program,S subst for,,2/16/2016,Frockt
SB 6602,,Industrial insurance claims,S Rules X,,2/25/2016,Braun
SB 6603,,Suicide education,S HumSer/MenHlth,,1/28/2016,Fain
SB 6604,f,Tax & fee increase limits,S Ways & Means,,1/28/2016,Ericksen
SB 6605,f,Solid waste/disease & pests,S subst for,,2/17/2016,Warnick
SB 6606,,Wholesale vehicle dealers,S subst for,,2/16/2016,King
SB 6607,f,State route 276 removal,C 239 L 16,,4/1/2016,Baumgartner
SB 6608,$,Student loan aid B&O credit,S Higher Ed,,1/29/2016,Liias
SB 6609,,Grad. student loans study,S Higher Ed,,1/29/2016,Liias
SB 6610,f,Student loan bill of rights,S Higher Ed,,1/29/2016,Liias
SB 6611,,Sewer systems,S Rules X,,2/25/2016,Angel
SB 6612,,Sex-selection abortions,S Rules X,,2/25/2016,Rivers
SB 6613,,Down syndrome resources,S Health Care,,1/29/2016,Padden
SB 6614,af,Transportation performance,C 35 L 16,,3/25/2016,Hobbs
SB 6615,,Prevailing wage requirements,S Commerce and La,,1/29/2016,Chase
SB 6616,,Homeowners' associations,S Rules X,,2/25/2016,Benton
ESB 6617,f,UW altern. contract-awarding,S 3rd Reading,,3/28/2016,Frockt
SB 6618,f#,Voter fraud protection,S Rules X,,2/25/2016,Rivers
SB 6619,,Isolating incapacit. person,S Law & Justice,,1/29/2016,Chase
ESB 6620,af,School safety,C 240 L 16,,4/1/2016,McAuliffe
SB 6621,,Policing task force,S Law & Justice,,1/29/2016,Fraser
SB 6622,f,Retirement benefit assign.,S Rules X,,2/25/2016,Fraser
SB 6623,f,Transportation prop. rental,S Rules 2,,2/9/2016,King
SB 6624,,Motorcycle paraphernalia,S Law & Justice,,2/1/2016,Benton
SB 6625,,Employment noncompetition,S Commerce and L,,2/1/2016,Conway
SB 6626,f,Accel. baccalaureate degrees,S Rules 3,,3/10/2016,Bailey
SB 6627,,Accessible taxi HOV lane use,S Transportation,,2/1/2016,Hasegawa
SB 6628,,Collect. agency legal action,S Law & Justice,,2/1/2016,Nelson
SB 6629,f,Feminine hygiene/sales tax,S Ways & Means,,2/1/2016,Fain
SB 6630,f,Rec. mineral prospecting,S Natural Resour,,2/2/2016,Parlette
ESB 6631,,Port issues committee,S Rules 3,,3/10/2016,Roach
SB 6632,f,Wildfire management,S Ways & Means,,2/5/2016,Braun
SB 6633,f,Marine resources adv council,C 27 L 16 E1,V,3/29/2016,Ranker
SB 6634,f,WSPRS/military service,S Transportation,,2/3/2016,O'Ban
SB 6635,,Fire district annexations,S GovtOp&Sec,,2/3/2016,Frockt
SB 6636,,Consumer protection/military,S Commerce and L,,2/3/2016,Dammeier
SB 6637,,Public works requirements,S Ways & Means,,2/3/2016,Warnick
SB 6638,f,Assessment on cattle,S Rules X,,2/25/2016,Warnick
SB 6639,,Minors/nonmed tattoo removal,S Rules X,,2/25/2016,Braun
SB 6640,,High school science testing,S EL/K-12,,2/3/2016,Mullet
SB 6641,,"Property crimes, impacts of",S Law & Justice,,2/4/2016,Hargrove
SB 6642,f#,Legal financial obligations,S Rules X,,2/25/2016,Ranker
SB 6643,,School bus toll exemption,S Transportation,,2/4/2016,Bailey
SB 6644,,Outdoor burning,S Natural Resourc,,2/4/2016,Parlette
SB 6645,,Local gov. mediation,S Rules X,,2/25/2016,Roach
SB 6646,,State environmental policy,S GovtOp&Sec,,2/5/2016,Litzow
SB 6647,f,Homelessness,S Ways & Means,,2/5/2016,Nelson
SB 6648,,Dental benefit coverage,S Health Care,,2/5/2016,Fain
SB 6649,,Collection agency practices,S Commerce and L,,2/5/2016,Nelson
SB 6650,,Methanol tax exemption,S Trade & Economi,,2/5/2016,Darneille
SB 6651,,Wage sex discrimination,S Commerce and L,,2/5/2016,Fain
SB 6652,,Corp. board gender minimums,S Law & Justice,,2/8/2016,Keiser
SB 6653,,"Emerg. vehicles, toll exempt",S Transportation,,2/8/2016,McAuliffe
SB 6654,,Prevailing wage requirements,S Commerce and La,,2/8/2016,Chase
SB 6655,,Wage sex discrimination,S Commerce and L,,2/9/2016,Fain
SB 6656,f#,State hospital practices,S subst for,,3/29/2016,Hill
SB 6657,f,Wildfire management,S subst for,,3/29/2016,Parlette
SB 6658,,Relatives/child visitation,S Law & Justice,,2/12/2016,Pedersen
SB 6659,,Industrial safety penalties,S Commerce and La,,2/12/2016,Braun
SB 6660,f,Hazardous substance tax rate,S Ways & Means,,2/12/2016,Keiser
SB 6661,,Career & tech. ed. materials,S Ways & Means,,2/18/2016,Rolfes
SB 6662,f,Personal care by family,S Rules 2,,3/4/2016,Braun
SB 6663,,Voting rights,S GovtOp&Sec,,2/24/2016,Miloscia
SB 6664,,Pblc service retirement T.O.,S Ways & Means,,2/24/2016,Braun
SB 6665,f,State government T.O.,S Ways & Means,,2/24/2016,Braun
SB 6666,,Fiscal matters T.O.,S Ways & Means,,2/24/2016,Braun
SB 6667,,Fiscal matters T.O.,S Ways & Means,,2/24/2016,Braun
SB 6668,f,LEOFF 1 & TRS 1 merge,S Rules 2,,3/4/2016,Hill
SB 6669,f,Business assistance programs,S Rules 2,,3/4/2016,Brown
SB 6670,,Schools/not-common publ T.O.,S Rules 2,,3/4/2016,Fain
SB 6671,f#,Homelessness efforts review,S Rules 2,,3/4/2016,Hill
SB 6672,f#,Local lodging tax,S Ways & Means,,2/29/2016,Brown
SB 6673,,Bellevue College BSc degrees,S Ways & Means,,3/2/2016,Carlyle
SB 6674,f,Public school license plates,S Transportation,,3/4/2016,McAuliffe
SB 6675,,I-405 toll lanes study,S Transportation,,3/4/2016,McAuliffe
SB 6676,,State agency lobbying,S GovtOp&Sec,,3/9/2016,Dansel
SB 6677,,Jail registry information,S Commerce and L,,3/9/2016,Miloscia
SB 6678,f,Federal license requirements,S Transportation,,3/14/2016,King
SB 6679,,State-issued identification,S Transportation,,3/14/2016,Benton
SB 6680,,Retirement info. disclosure,S GovtOp&Sec,,3/16/2016,Roach
SB 6681,,Port issues committee,S GovtOp&Sec,,3/16/2016,Roach
SB 6682,,Private activity bond alloc.,S Fin Inst/Ins,,3/23/2016,Benton
SB 6683,,Public funds/recip. deposits,S Fin Inst/Ins,,3/23/2016,Benton
SJM 8000,,Nuclear waste repository,S Rules X,,2/25/2016,Brown
SJM 8001,,Trade promotion legislation,S Trade & Econom,,1/19/2015,Chase
SJM 8002,,"Elections, money spent on",S GovtOp&StSec,,1/20/2015,Hasegawa
SJM 8003,,International trade policy,S Trade & Econom,,1/20/2015,Hasegawa
SJM 8004,,Internet openness,"S Energy, Enviro",,1/20/2015,Hasegawa
SJM 8005,,Banking/Glass-Steagall act,S Fin Inst/Ins,,1/20/2015,Hasegawa
SJM 8006,,"Sexual abuse/children, peers",S Rules X,,2/25/2016,Kohl-Welles
SJM 8007,,PS hatchery & gen mgmt plans,S subst for,,3/3/2015,Pearson
SJM 8008,,Nat. Guard Stryker Brigade,S Filed Sec/St,,4/23/2015,Hobbs
SJM 8009,,State ports' competitiveness,S Rules X,,3/23/2015,Baumgartner
SJM 8010,,Keystone XL pipeline,"S Energy, Enviro",,2/3/2015,Roach
SJM 8011,,"Elections, govt policy/money",S GovtOp&Sec,,2/4/2015,Liias
SJM 8012,f,Medal of honor mem. highway,S Filed Sec/St,,4/20/2015,Hargrove
SJM 8013,,Aquatic invasive species,S Filed Sec/St,,4/23/2015,Honeyford
SJM 8014,f,WP Stewart mem highway/SR-99,S Rules X,,2/25/2016,Hasegawa
SJM 8015,,Free and fair elections,S GovtOp&Sec,,1/11/2016,Takko
SJM 8016,,Constitutional convention,S GovtOp&Sec,,1/11/2016,Rivers
SJM 8017,,Harbor maintenance tx reform,S Rules X,,2/25/2016,Roach
SJM 8018,,Border crossing efficiency,S Trade & Economi,,1/21/2016,Chase
SJM 8019,f,SR 509 highway naming,S Filed Sec/St,,3/9/2016,Conway
SJM 8020,,Preclearance officer juris.,S Trade & Economi,,1/25/2016,Rivers
SJM 8021,,2015 preclearance agreement,S Trade & Economi,,1/26/2016,Chase
SJM 8022,,United States Postal Service,S GovtOp&Sec,,1/29/2016,Chase
SJM 8023,,Stanwood railway station,S Rules X,,2/25/2016,Hobbs
SJR 8200,,2/3rd vote for tax increases,S GovtOp&StSec,,1/12/2015,Roach
SJR 8201,,Initiative measures,S Ways & Means,,1/21/2015,Fain
SJR 8202,f,Income tax,S Ways & Means,,1/21/2015,Chase
SJR 8203,,Prop tx valuation base years,S Ways & Means,,1/23/2015,Sheldon
2ESJR 8204,f,Debt guarantee/infrastruct.,S Rules 3,,3/10/2016,Keiser
SJR 8205,f,Supreme court justices,S Rules X,,2/25/2016,Padden
SJR 8206,f,Capital gains tax limit,S Ways & Means,,4/16/2015,Ranker
SJR 8207,d,Taxation/const. amendment,S Ways & Means,,4/24/2015,Frockt
SJR 8208,,Tax and fee increases,S GovtOp&Sec,,1/11/2016,Roach
SJR 8209,,2/3rd vote for tax increases,S GovtOp&Sec,,1/11/2016,Roach
SJR 8210,,Advance redistricting plan,S Filed Sec/St,,3/9/2016,Schoesler
SJR 8211,,2/3rd vote for tax increases,S Failed 3rd,,2/12/2016,Roach
SJR 8212,,Const. amendment on taxes,S GovtOp&Sec,,1/21/2016,Ericksen
SJR 8213,,Four-year balanced budget,S Rules 2,,2/4/2016,Hill
SJR 8214,f,Income tax/const. amendment,S Ways & Means,,1/26/2016,Chase
SJR 8215,,Tax increases/voter approval,S Held,,3/4/2016,Braun
SJR 8216,,2/3rd vote for tax increases,S Held,,2/26/2016,Roach
SJR 8217,,Loaning of credit,S Ways & Means,,3/16/2016,Chase
SCR 8400,,Cutoff dates for legislature,S Filed Sec/St,,1/23/2015,Schoesler
SCR 8401,,"Legislators, deceased",S Filed Sec/St,,2/11/2015,Schoesler
SCR 8402,,"Legislature, evaluation of",S Rules X,,3/23/2015,Kohl-Welles
SCR 8403,,Special session bill status,S Filed Sec/St,,6/5/2015,Schoesler
SCR 8404,,Special session bill status,S Filed Sec/St,,6/30/2015,Schoesler
SCR 8405,,"Office Building 2, renaming",S Rules X,,2/25/2016,Roach
SCR 8406,,Cutoff dates for legislature,S Filed Sec/St,,1/18/2016,Fain
SCR 8407,,Special session bill status,S Filed Sec/St,,3/18/2016,Schoesler
