Bill,Flags,Title,Status,Veto,Date,Original Sponsor,Committee Sponsor,Companion Bills,Last Roll Call,Latest Committee Recommendation,Sponsor (combined),Secondary Sponsor,This Committee Recommendation
"HB 1836","","State drought preparedness","H subst for","","3/5/2015","Stanford","","","","DP2S(w/o sub AGNR)6 DNP1 (GGIT 15)","Stanford","Blake",""
"HB 1837","f#","Border areas, fuel tax","H Rules R","","2/18/2015","Morris","","SB 5447(S Transportation)","","DP13 DNP11 (TR 15)","Morris","Lytton",""
"HB 1838","f","Black bears, baiting of","H Rules R","","2/18/2015","MacEwen","","","","DPS10 DNP1 w/oRec1 (AGNR 15)","MacEwen","",""
"HB 1839","","Decision making, support for","H Rules 3C","","4/24/2015","Kilduff","","SB 5786(S Law & Justice)","98-0-0-0","DP12 (JUDI 15)","Kilduff","Rodne",""
"HB 1840","","Conflict resolution/schools","H Education","","1/30/2015","Magendanz","","SB 5805(C 126 L 15)","","","Magendanz","Caldier",""
"HB 1841","","Private road maintenance","H Judiciary","","1/30/2015","Morris","","","","","Morris","Lytton",""
"HB 1842","f#","Transit agency coordination","H subst for","","6/29/2015","Farrell","","","","DPS24 DNP1 (TR 15)","Farrell","Hargrove",""
"HB 1843","f#","Energy efficiency incentive","H Tech &  Econ De","","1/11/2016","Morris","","","","DP2S(w/o sub TED)9 DNP7 (FIN 15)","Morris","Lytton",""
"HB 1844","f","Ferry vessel & terminal work","H subst for","","3/10/2015","Moscoso","","","","DPS24 (TR 15)","Moscoso","Kochmar",""
"HB 1845","f","Pharmaceutical waste","H subst for","","3/5/2015","DeBolt","","ESB 5577(C 119 L 15)","","DPS9 DNP1 w/oRec1 (ENVI 15)","DeBolt","Fitzgibbon",""
"HB 1846","","Warrant officers' authority","H Judiciary","","1/30/2015","Appleton","","","","","Appleton","Hayes",""
"HB 1847","f","Contact lens price agreemnts","H Bus & Fin Svcs","","1/30/2015","Rodne","","SB 5489(S Health Care)","","","Rodne","Jinkins",""
"HB 1848","","Direct petition annexations","H Local Govt","","1/30/2015","Schmick","","","","","Schmick","",""
"HB 1849","f#","Uniform ballot design","H State Governmen","","1/11/2016","Gregory","","","","DPS4 DNP3 (SG 15)","Gregory","Hunt, S.",""
"HB 1850","f#","DOT, local reviews & permits","H subst for","","3/10/2015","Hayes","","","","DP2S(w/o sub LG)15 DNP7 w/oRec3 (TR 15)","Hayes","Clibborn",""
"HB 1851","f#","Bridges, expedited process","H subst for","","3/10/2015","Hayes","","","","DPS11 (ENVI 15)","Hayes","Bergquist",""
"HB 1852","f","Pediatric oral services","H HC/Wellness","","1/11/2016","Caldier","","","","DPS9 DNP5 w/oRec1 (HCW 15)","Caldier","Jinkins",""
"HB 1853","f","Electric vehicle charging","H subst for","","3/5/2015","Magendanz","","","","DPS12 DNP1 (TED 15)","Magendanz","Bergquist",""
"HB 1854","f","Certif'd instructional staff","H Education","","1/30/2015","Magendanz","","","","","Magendanz","Muri",""
"HB 1855","f","Local graduation requiremnts","H subst for","","3/2/2015","Caldier","","","","DPS21 (ED 15)","Caldier","Santos",""
"HB 1856","f#","Median hourly wage/CERB prog","H Tech &  Econ D","","1/30/2015","Ryu","","","","","Ryu","Walkinshaw",""
"HB 1857","f#","Extreme risk protec. orders","H Approps","","2/23/2015","Jinkins","","SB 5727(S Law & Justice)","","DPS7 DNP5 w/oRec1 (JUDI 15)","Jinkins","Ormsby",""
"HB 1858","","Cty auditors & sec of state","C 83 L 16","","3/31/2016","Shea","","","47-0-0-2","DP5 (GOS 16)","Shea","Hunt, S.",""
"EHB 1859","d","RCW statutes/inactive, etc.","C 4 L 15 E1","","6/10/2015","Kilduff","","SB 5723(S Rules X)","43-0-0-6","DP23 (WM 15)","Kilduff","Smith",""
"HB 1860","","Large 1st-class school dists","H Education","","1/30/2015","Santos","","","","","Santos","Pettigrew",""
"HB 1861","f","Small business B&O tax defer","H Finance","","1/30/2015","Harmsworth","","","","","Harmsworth","Muri",""
"HB 1862","","School counselors, etc.","H Education","","1/30/2015","Ortiz-Self","","","","","Ortiz-Self","Fagan",""
"HB 1863","f","Cmty & tech coll. employees","H Approps","","1/11/2016","Reykdal","","","64-34-0-0","DP17 DNP14 w/oRec2 (APP 15)","Reykdal","Muri",""
"HB 1864","fo","High school graduation","H Approps","","2/20/2015","Kilduff","","","","DPS21 (ED 15)","Kilduff","Bergquist",""
"HB 1865","f","Visual screening in schools","H Approps","","1/19/2016","Magendanz","","","93-3-0-2","DP21 (ED 16)","Magendanz","Ortiz-Self",""
"HB 1866","","Voter reg. info/res. tenants","H State Governmen","","1/11/2016","Bergquist","","SB 5259(S Fin Inst/Ins)","","DP4 DNP3 (SG 15)","Bergquist","Hunt, S.",""
"HB 1867","f","Classroom teacher evaluation","H subst for","","2/10/2016","Bergquist","","","","DPS19 (ED 16)","Bergquist","Orwall",""
"EHB 1868","a","County road fund purposes","C 223 L 15","","5/11/2015","Lytton","","","81-16-0-1","DPA11 w/oRec1 (TRAN 15)","Lytton","Morris",""
"HB 1869","f","Tow truck operator licensing","H Trans","","1/30/2015","Pollet","","","","","Pollet","Harris",""
"HB 1870","f","Hospital ownership","H HC/Wellness","","2/2/2015","Schmick","","","","","Schmick","Cody",""
"HB 1871","f","Credit union governance","H Bus & Fin Svcs","","1/11/2016","Ryu","","SB 5757(C 123 L 15)","97-0-0-1","DP10 (BFS 15)","Ryu","Vick",""
"HB 1872","f","Credit unions' capital","H Bus & Fin Svcs","","2/2/2015","Ryu","","","","","Ryu","",""
"HB 1873","fd","Physicians and PA's","H HC/Wellness","","2/2/2015","Tharinger","","SB 5772(S Rules X)","","","Tharinger","Cody",""
"HB 1874","fd","Allopathic physicians","H subst for","","3/9/2015","Tharinger","","SB 5773(S Health Care)","","DPS15 (HCW 15)","Tharinger","Cody",""
"HB 1875","f","WorkFirst, ""work activity""","H subst for","","3/4/2015","Walsh","","","","DPS25 DNP6 w/oRec2 (APP 15)","Walsh","Kagi",""
"HB 1876","f","Security systm installations","H Labor","","2/2/2015","Manweller","","SB 5282(S subst for)","","","Manweller","",""
"HB 1877","","Pro athlete fines to charity","H Bus & Fin Svcs","","2/2/2015","MacEwen","","","","","MacEwen","Johnson",""
"HB 1878","","Glucagon, EMTs administering","H HC/Wellness","","2/2/2015","Kagi","","","","","Kagi","Jinkins",""
"HB 1879","f","Foster children health care","H subst for","","3/5/2015","Kagi","","","","DPS(HCW)31 DNP2 (APP 15)","Kagi","Walsh",""
"HB 1880","f","Everett Cmty Coll./aerospace","H Hi Ed","","1/11/2016","Springer","","SB 5746(C 218 L 15)","","DP31 DNP2 (APP 15)","Springer","Haler",""
"HB 1881","","Carbon content of fuel","H Environment","","2/2/2015","Short","","","","","Short","Harris",""
"HB 1882","fo","Charter & excursion carriers","H Trans","","1/11/2016","Moscoso","","SB 5362(S subst for)","","DPS22 DNP3 (TR 15)","Moscoso","Orcutt",""
"HB 1883","fd","Child abuse & neglect cases","H Erly Lrn/H Svc","","2/2/2015","Senn","","","","","Senn","Walsh",""
"HB 1884","f#","Electric mobility devices","C 145 L 15","","4/29/2015","Vick","","","46-1-0-2","DP11 (TRAN 15)","Vick","Bergquist",""
"HB 1885","f#","Property crimes, impacts of","H Rules R","","2/27/2015","Klippert","","SB 5755(S subst for)","","DP2S(w/o sub PS)18 DNP13 w/oRec2 (APP 15)","Klippert","Hudgins",""
"HB 1886","","Initiative 594, full repeal","H Judiciary","","2/2/2015","Hunt, G.","","","","","Hunt, G.","Shea",""
"HB 1887","f","Student veterans' support","H Approps","","2/18/2015","Stanford","","","","DPS7 (CDHT 15)","Stanford","MacEwen",""
"HB 1888","f","Chemical dependency treatmnt","H Approps","","2/5/2016","Dent","","","","DPS11 (ELHS 16)","Dent","Kagi",""
"HB 1889","f#","Permit exempt wells & GMHBs","H Local Govt","","2/2/2015","Dent","","SB 5061(S Rules X)","","","Dent","Schmick",""
"EHB 1890","","Paying issuers/second-party","C 284 L 15","","5/18/2015","Schmick","","SB 5798(S Health Care)","47-0-0-2","DP12 (HLTH 15)","Schmick","Cody",""
"HB 1891","f#","Stage II gas vapor control","H Environment","","1/11/2016","Fey","","SB 5330(S Rules X)","","DPS10 DNP1 (ENVI 15)","Fey","Orcutt",""
"HB 1892","f","Vehicle fuel handling losses","H subst for","","4/10/2015","Fey","","","","DPS14 DNP11 (TR 15)","Fey","Clibborn",""
"HB 1893","f","Cmty & tech college budgets","H subst for","","3/6/2015","Sells","","","","DPS13 (HE 15)","Sells","Haler",""
"HB 1894","","Protection of workers","H Judiciary","","2/2/2015","Gregerson","","","","","Gregerson","Jinkins",""
"HB 1895","f","Smart grid technology","H Tech &  Econ D","","2/2/2015","Smith","","","","","Smith","Tarleton",""
"HB 1896","f","Customer energy use info","H subst for","","3/5/2015","Smith","","","","DPS11 (TED 15)","Smith","Hudgins",""
"HB 1897","f","Earth-abundant materials","H subst for","","6/28/2015","Smith","","","","DPS13 (TED 15)","Smith","Morris",""
"HB 1898","f#","Child victim testimony","H subst for","","3/2/2015","Ortiz-Self","","","","DPS12 DNP1 (JUDI 15)","Ortiz-Self","Johnson",""
"HB 1899","","Public education system","H Education","","2/2/2015","Ortiz-Self","","SB 5718(S EL/K-12)","","","Ortiz-Self","Pettigrew",""
"HB 1900","f","School counselor, etc.","H subst for","","2/15/2016","Ortiz-Self","","","","DP2S19 DNP9 w/oRec3 (APP 16)","Ortiz-Self","Johnson",""
"HB 1901","f#","Vehicle registration periods","H Trans","","2/2/2015","Harmsworth","","","","","Harmsworth","Farrell",""
"HB 1902","f","Spirits retail license tax","H Finance","","2/10/2015","Harmsworth","","","","","Harmsworth","Young",""
"HB 1903","","Distillers' spirits sampling","H Commerce & Gami","","2/2/2015","Peterson","","","","","Peterson","Harmsworth",""
"HB 1904","f","Assisted living paymnt rates","H Approps","","2/2/2015","Tharinger","","SB 5802(S Ways & Means)","","","Tharinger","Cody",""
"HB 1905","","Govt land/vacant, undevelopd","H State Governme","","2/2/2015","Klippert","","","","","Klippert","Haler",""
"HB 1906","","Child support, higher ed","H Judiciary","","2/2/2015","Klippert","","","","","Klippert","",""
"HB 1907","","Marijuana/religious facility","H Commerce & Gami","","2/2/2015","Klippert","","","","","Klippert","",""
"HB 1908","","Electronic benefit cards","H Erly Lrn/H Svc","","2/2/2015","Klippert","","","","","Klippert","Caldier",""
"HB 1909","f","Devel. disabilities services","H Erly Lrn/H Svc","","2/2/2015","Walsh","","","","","Walsh","Kagi",""
"HB 1910","f#","Law enforcement oversight","H Judiciary","","2/2/2015","Ryu","","SB 5732(S Law & Justice)","","","Ryu","Moscoso",""
"HB 1911","","Water or sewer facilities","H Local Govt","","1/11/2016","Fitzgibbon","","SB 5795(S subst for)","","DPS5 DNP4 (LG 15)","Fitzgibbon","Tarleton",""
"HB 1912","f","Distributed generation T.O.","H Tech &  Econ De","","7/10/2015","Morris","","","","DPS8 DNP3 (TED 15)","Morris","Tarleton",""
"HB 1913","f","Rule making process & review","H State Governme","","2/2/2015","Wylie","","","","","Wylie","Wilson",""
"HB 1914","d","Gifts to state officers, etc","H State Governme","","2/2/2015","Orwall","","SB 5386(S GovtOp&StSec)","","","Orwall","Hansen",""
"HB 1915","f","Government contracting","H subst for","","2/12/2016","Hunt, S.","","","","DPS21 DNP10 w/oRec1 (APP 16)","Hunt, S.","Harris",""
"HB 1916","f","Chem dependncy & mental hlth","H subst for","","3/9/2015","Cody","","","","DP2S(w/o sub HCW)22 DNP10 w/oRec1 (APP 15)","Cody","Harris",""
"HB 1917","f#","Recordings/law enf., etc.","H Judiciary","","1/11/2016","Hansen","","","","DPS9 DNP2 w/oRec2 (JUDI 15)","Hansen","Pettigrew",""
"EHB 1918","af#","ORV's, etc., & their drivers","C 84 L 16","","3/31/2016","Shea","","","91-5-0-2","DPA8 DNP2 w/oRec2 (TRAN 16)","Shea","Orcutt",""
"HB 1919","","Special elections, timing of","H subst for","","3/11/2015","Hunt, S.","","","","DPS6 w/oRec1 (SG 15)","Hunt, S.","",""
"HB 1920","fd","Electronic signatures","H State Governmen","","1/11/2016","Hunt, S.","","SB 5810(S subst for)","","DPS7 (SG 15)","Hunt, S.","Appleton",""
"HB 1921","#","Regional transit authorities","H Trans","","2/2/2015","Hunt, S.","","SB 5780(S Transportation)","","","Hunt, S.","Reykdal",""
"HB 1922","f","Small loans","H Rules R","","2/27/2015","Springer","","SB 5899(S subst for)","","DP2S(w/o sub BFS)6 DNP1 (GGIT 15)","Springer","Lytton",""
"HB 1923","f","Income share agreements","H Approps","","2/20/2015","Zeiger","","","","DPS7 DNP2 w/oRec1 (BFS 15)","Zeiger","Bergquist",""
"HB 1924","","Reg. transit authority brds","H Trans","","2/2/2015","Hargrove","","","","","Hargrove","Farrell",""
"HB 1925","fe","Alt. fuel vehicle tax exem","H Finance","","2/2/2015","Fitzgibbon","","SB 5445(S Energy, Enviro)","","","Fitzgibbon","Peterson",""
"HB 1926","","Noncompetition agreements","H Rules R","","2/19/2015","Stanford","","","","DP4 DNP3 (LAWS 15)","Stanford","Sells",""
"HB 1927","f","Distributed generation","H Tech &  Econ D","","2/3/2015","Fey","","","","","Fey","Smith",""
"HB 1928","f","Homeless youth population","H Approps","","2/13/2015","Fey","","","","DP7 DNP3 (ELHS 15)","Fey","Kagi",""
"HB 1929","fe#","Electric vehicle readiness","H Rules R","","2/20/2015","Fitzgibbon","","SB 5446(S Rules X)","","DPS5 DNP4 (LG 15)","Fitzgibbon","Stanford",""
"HB 1930","","Amateur athletes/nonemployee","H Labor & Workpla","","1/11/2016","MacEwen","","ESB 5893(C 299 L 15)","","DPS7 (LAWS 15)","MacEwen","Riccelli",""
"HB 1931","f","Health care for employees","H HC/Wellness","","2/3/2015","Cody","","","","","Cody","Riccelli",""
"HB 1932","f","Medication mgmt for youth","H Approps","","2/20/2015","Kagi","","","","DPS15 (HCW 15)","Kagi","Walsh",""
"HB 1933","","Group B water systems","H Environment","","2/3/2015","Short","","","","","Short","Kretz",""
"HB 1934","","Local employment laws","H Labor","","2/3/2015","Manweller","","SB 5332(S Rules X)","","","Manweller","",""
"HB 1935","","High occupancy vehicle lanes","H Trans","","2/3/2015","Harmsworth","","","","","Harmsworth","Hayes",""
"HB 1936","","Certif'd employee contracts","H Labor","","2/3/2015","Muri","","","","","Muri","Magendanz",""
"HB 1937","f","School employee insurance","H Approps","","2/3/2015","Magendanz","","","","","Magendanz","Muri",""
"HB 1938","f","Tourism marketing","H Finance","","2/20/2015","Appleton","","SB 5916(S Rules X)","","DPS6 DNP1 (CDHT 15)","Appleton","Johnson",""
"HB 1939","","Mobility/trans system goal","H Trans","","2/3/2015","Stambaugh","","","","","Stambaugh","Zeiger",""
"HB 1940","af","Flood control zone districts","C 170 L 15","PV","5/6/2015","Stokesbary","","SB 5799(S subst for)","82-13-0-3","DPA21 w/oRec2 (WM 15)","Stokesbary","Fitzgibbon",""
"HB 1941","f","School district bonds/voting","H Education","","2/3/2015","Gregerson","","","","","Gregerson","Muri",""
"HB 1942","f","Ballot measure filing","H State Governmen","","1/11/2016","Tarleton","","","","DPS4 DNP3 (SG 15)","Tarleton","Moscoso",""
"EHB 1943","af#","Electronic monitoring","C 287 L 15","","5/18/2015","Shea","","","98-0-0-0","DPA(LAW)23 (WM 15)","Shea","Goodman",""
"HB 1944","","State of emergency","H Judiciary","","2/3/2015","Rodne","","","","","Rodne","Schmick",""
"HB 1945","","Detention standards","H Judiciary","","2/3/2015","Rodne","","SB 5687(S HumSer/MenHlth)","","","Rodne","Hayes",""
"HB 1946","f#","Hospitals/WA wellness trust","H HC/Wellness","","2/3/2015","Jinkins","","","","","Jinkins","Robinson",""
"HB 1947","f","Students/disability, sp need","H Approps","","2/20/2015","Pollet","","","","DPS18 DNP2 w/oRec1 (ED 15)","Pollet","Walsh",""
"HB 1948","f","State wildlife account","H Ag & Nat Res","","2/3/2015","Blake","","","","","Blake","Kretz",""
"HB 1949","","Higher ed student protection","H subst for","","2/15/2016","Pollet","","","","DPS(HE)18 DNP9 w/oRec6 (APP 16)","Pollet","Hunt, S.",""
"HB 1950","o","High sch science assessment","H Education","","2/3/2015","Lytton","","SB 5825(S EL/K-12)","","","Lytton","Appleton",""
"HB 1951","#","Unmarked law enf. vehicles","H Rules C","","3/13/2015","Pike","","","","DP7 DNP1 w/oRec1 (PS 15)","Pike","",""
"HB 1952","","School district territory","H Education","","2/4/2015","Pike","","","","","Pike","",""
"HB 1953","","Bargaining rep recert. votes","H Labor","","2/4/2015","Pike","","","","","Pike","Manweller",""
"HB 1954","","Columbia gorge com tsk force","H Rules R","","2/20/2015","Pike","","","","DP7 DNP5 (AGNR 15)","Pike","",""
"HB 1955","f","Higher ed academic progress","H Hi Ed","","2/4/2015","Van Werven","","","","","Van Werven","Manweller",""
"HB 1956","f","Independent review orgs","H subst for","","3/9/2015","Moeller","","","","DPS8 DNP6 w/oRec1 (HCW 15)","Moeller","",""
"HB 1957","","Job order contract","H Rules C","","3/13/2015","Walkinshaw","","","","DP5 DNP4 (LG 15)","Walkinshaw","Bergquist",""
"HB 1958","f","Textbook costs, higher ed","H Hi Ed","","2/4/2015","Zeiger","","","","","Zeiger","Pollet",""
"HB 1959","fo#","Public works","H Cap Budget","","2/4/2015","Dunshee","","","","","Dunshee","Riccelli",""
"HB 1960","","WA cmty learning ctr program","H Education","","2/4/2015","Sullivan","","SB 5814(S EL/K-12)","","","Sullivan","Hunt, S.",""
"HB 1961","fo","Community and tech colleges","C 55 L 15","","4/22/2015","Zeiger","","SB 5977(S Rules X)","47-0-0-2","DP6 (HIE 15)","Zeiger","Reykdal",""
"HB 1962","","Process server SSN's","C 56 L 15","","4/22/2015","Griffey","","","47-0-0-2","DP7 (LAW 15)","Griffey","Peterson",""
"HB 1963","f","Ecology & DFW, land use","H Environment","","2/4/2015","Griffey","","SB 5622(S subst for)","","","Griffey","Dent",""
"HB 1964","f","DFW commissioned officers","H Approps","","2/19/2015","Blake","","SB 5763(S subst for)","","DP5 DNP2 (LAWS 15)","Blake","Haler",""
"HB 1965","fo","Liquor control brd temp. fee","H subst for","","6/29/2015","Hudgins","","SB 5400(S Ways & Means)","","DPS19 DNP13 w/oRec1 (APP 15)","Hudgins","Ormsby",""
"HB 1966","f","Transit agencies/natural gas","H subst for","","3/9/2015","Fey","","","","DPS16 (FIN 15)","Fey","Zeiger",""
"HB 1967","f","Health care auth/fed waivers","H subst for","","3/9/2015","Cody","","","","DPS22 DNP10 w/oRec1 (APP 15)","Cody","Schmick",""
"HB 1968","","Religious objectors","H Labor","","2/4/2015","Shea","","SB 5552(S Rules X)","","","Shea","Condotta",""
"HB 1969","","Medical marijuana/PTS, TBI","H HC/Wellness","","2/4/2015","Shea","","","","","Shea","Ryu",""
"HB 1970","fd","Permanency plans of care","H Erly Lrn/H Svc","","2/4/2015","Senn","","SB 5692(C 270 L 15)","","","Senn","Walsh",""
"HB 1971","f","Charter schools","H Education","","2/4/2015","Fey","","SB 5791(S EL/K-12)","","","Fey","Clibborn",""
"HB 1972","","Sexual orient. chng efforts","H HC/Wellness","","2/4/2015","Jinkins","","","","","Jinkins","Walsh",""
"HB 1973","f","Open ed pilot program at EWU","H Approps","","2/20/2015","Stambaugh","","","","DP10 DNP1 w/oRec2 (HE 15)","Stambaugh","Bergquist",""
"HB 1974","f","School safety, security ctrs","H Approps","","2/20/2015","Stambaugh","","SB 5252(S subst for)","","DPS21 (ED 15)","Stambaugh","Sells",""
"HB 1975","f","Distiller license fees exem","H Commerce & Gam","","2/4/2015","Blake","","","","","Blake","Hurst",""
"HB 1976","f","WA distillery spirits","H Gen Govt & Info","","2/19/2015","Vick","","","","DPS8 DNP1 (COG 15)","Vick","Blake",""
